"Name","Location","Function Signature","Function Size"
"FUN_0060a910","0060a910","undefined FUN_0060a910(int param_1)","1645"
"FUN_0060af80","0060af80","undefined FUN_0060af80(int param_1)","100"
"FUN_0060aff0","0060aff0","undefined4 FUN_0060aff0(void)","1460"
"FUN_0060b5b0","0060b5b0","undefined FUN_0060b5b0(undefined4 param_1\, undefined * param_2)","24"
"FUN_0060b5d0","0060b5d0","undefined FUN_0060b5d0(int param_1\, int param_2\, int param_3\, float param_4\, float * param_5\, int param_6)","1360"
"FUN_0060bb20","0060bb20","undefined FUN_0060bb20(int * param_1)","78"
"FUN_0060bb70","0060bb70","int * FUN_0060bb70(void * this\, int * param_1)","53"
"FUN_0060bbb0","0060bbb0","int * FUN_0060bbb0(void * this\, int * param_1)","53"
"FUN_0060bcc0","0060bcc0","int FUN_0060bcc0(void * this\, undefined4 * param_1\, uint param_2)","131"
"FUN_0060bdd0","0060bdd0","undefined FUN_0060bdd0(void * this\, uint param_1\, rsize_t param_2)","236"
"FUN_0060bf40","0060bf40","undefined FUN_0060bf40(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3)","36"
"FUN_0060bf70","0060bf70","undefined FUN_0060bf70(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3)","36"
"FUN_0060bfa0","0060bfa0","undefined FUN_0060bfa0(undefined4 * param_1\, int param_2\, undefined4 * param_3)","119"
"FUN_0060c030","0060c030","undefined FUN_0060c030(undefined4 * param_1\, int param_2\, undefined4 * param_3)","119"
"FUN_0060c1c0","0060c1c0","uint FUN_0060c1c0(uint * param_1)","147"
"FUN_0060c260","0060c260","undefined FUN_0060c260(undefined4 * param_1\, int param_2)","126"
"FUN_0060c2e0","0060c2e0","undefined FUN_0060c2e0(undefined4 * param_1\, uint param_2\, int * param_3\, uint param_4\, int param_5\, int * param_6)","219"
"FUN_0060c3c0","0060c3c0","undefined4 * FUN_0060c3c0(void * this\, byte param_1)","61"
"FUN_0060c410","0060c410","undefined FUN_0060c410(char * param_1\, int param_2\, int param_3\, float param_4\, float * param_5\, int param_6)","695"
"FUN_0060c6e0","0060c6e0","undefined FUN_0060c6e0(void)","117"
"FUN_0060c760","0060c760","undefined FUN_0060c760(int param_1)","38"
"FUN_0060c790","0060c790","int * FUN_0060c790(void * this\, int * param_1)","41"
"FUN_0060c7c0","0060c7c0","int * FUN_0060c7c0(void * this\, int * param_1)","41"
"FUN_0060c7f0","0060c7f0","int * FUN_0060c7f0(void * this\, int * param_1)","41"
"FUN_0060c820","0060c820","int * FUN_0060c820(void * this\, int * param_1)","41"
"FUN_0060c980","0060c980","int FUN_0060c980(int param_1\, int param_2\, int param_3)","62"
"FUN_0060c9d0","0060c9d0","int FUN_0060c9d0(int param_1\, int param_2\, int param_3)","62"
"FUN_0060ca50","0060ca50","undefined FUN_0060ca50(exception * param_1)","50"
"FUN_0060cab0","0060cab0","exception * FUN_0060cab0(void * this\, byte param_1)","71"
"FUN_0060cb00","0060cb00","undefined FUN_0060cb00(void)","35"
"FUN_0060cb30","0060cb30","void * FUN_0060cb30(void * this\, void * param_1\, uint param_2\, uint param_3)","218"
"FUN_0060cc10","0060cc10","undefined4 * FUN_0060cc10(undefined4 * param_1\, int param_2\, undefined4 * param_3)","51"
"FUN_0060cc50","0060cc50","undefined4 * FUN_0060cc50(undefined4 * param_1\, int param_2\, undefined4 * param_3)","51"
"FUN_0060ccb0","0060ccb0","void * FUN_0060ccb0(void * this\, undefined4 * param_1\, uint param_2)","193"
"FUN_0060ce10","0060ce10","undefined FUN_0060ce10(int param_1)","42"
"FUN_0060ce40","0060ce40","undefined FUN_0060ce40(int param_1)","42"
"FUN_0060cea0","0060cea0","undefined FUN_0060cea0(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3)","41"
"FUN_0060ced0","0060ced0","undefined FUN_0060ced0(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3)","41"
"FUN_0060cf00","0060cf00","undefined4 * FUN_0060cf00(void * this\, undefined4 param_1)","51"
"FUN_0060cf40","0060cf40","undefined4 * FUN_0060cf40(void * this\, void * param_1)","57"
"FUN_0060cf80","0060cf80","undefined FUN_0060cf80(exception * param_1)","50"
"FUN_0060cfc0","0060cfc0","exception * FUN_0060cfc0(void * this\, byte param_1)","71"
"FUN_0060d010","0060d010","undefined FUN_0060d010(int param_1)","42"
"FUN_0060d040","0060d040","undefined FUN_0060d040(int param_1)","42"
"FUN_0060d070","0060d070","int FUN_0060d070(void * this\, char * param_1)","59"
"FUN_0060d0b0","0060d0b0","exception * FUN_0060d0b0(void)","169"
"FUN_0060d1a0","0060d1a0","undefined4 FUN_0060d1a0(void)","184"
"FUN_0060d2b0","0060d2b0","undefined FUN_0060d2b0(void * this\, undefined4 param_1\, undefined4 * param_2\, uint param_3\, undefined4 * param_4)","566"
"FUN_0060d500","0060d500","undefined FUN_0060d500(void * this\, undefined4 param_1\, undefined4 * param_2\, uint param_3\, undefined4 * param_4)","566"
"FUN_0060d770","0060d770","undefined FUN_0060d770(void * this\, undefined4 * param_1\, void * param_2\, undefined4 * param_3\, undefined4 * param_4)","137"
"FUN_0060d800","0060d800","undefined FUN_0060d800(void * this\, undefined4 * param_1\, void * param_2\, undefined4 * param_3\, undefined4 * param_4)","137"
"FUN_0060d890","0060d890","undefined FUN_0060d890(void * this\, undefined4 * param_1)","130"
"FUN_0060d920","0060d920","undefined FUN_0060d920(void * this\, undefined4 * param_1)","130"
"FUN_0060d9b0","0060d9b0","int * FUN_0060d9b0(undefined4 param_1\, int param_2\, int param_3)","399"
"FUN_0060db40","0060db40","undefined FUN_0060db40(void)","146"
"FUN_0060dbe0","0060dbe0","undefined FUN_0060dbe0(int param_1)","281"
"FUN_0060dd00","0060dd00","undefined FUN_0060dd00(int * param_1)","93"
"FUN_0060dd60","0060dd60","undefined FUN_0060dd60(int param_1)","81"
"FUN_0060ddc0","0060ddc0","undefined FUN_0060ddc0(void)","265"
"thunk_FUN_0060ddc0","0060ded0","thunk undefined thunk_FUN_0060ddc0(void)","5"
"FUN_0060df50","0060df50","undefined FUN_0060df50(void * this\, undefined4 param_1)","89"
"FUN_0060e120","0060e120","undefined4 * FUN_0060e120(void * this\, undefined4 param_1\, undefined1 param_2\, char * param_3)","84"
"FUN_0060e1b0","0060e1b0","undefined FUN_0060e1b0(void * this\, undefined4 param_1\, undefined1 param_2\, char * param_3)","146"
"FUN_0060e250","0060e250","undefined FUN_0060e250(void * this\, int param_1\, char param_2)","202"
"FUN_0060e390","0060e390","undefined FUN_0060e390(void * this\, undefined4 param_1\, undefined4 param_2)","42"
"FUN_0060e450","0060e450","undefined FUN_0060e450(void * this\, undefined4 param_1\, undefined4 param_2)","42"
"FUN_0060e480","0060e480","undefined4 FUN_0060e480(void * this\, undefined4 param_1\, undefined4 param_2)","57"
"FUN_0060e4c0","0060e4c0","undefined FUN_0060e4c0(void * this\, undefined4 param_1\, undefined4 param_2)","42"
"FUN_0060e4f0","0060e4f0","undefined FUN_0060e4f0(int param_1)","26"
"FUN_0060e510","0060e510","undefined FUN_0060e510(void * this\, undefined4 * param_1\, undefined4 param_2\, undefined4 param_3)","118"
"FUN_0060e590","0060e590","undefined FUN_0060e590(void * this\, undefined4 param_1\, int param_2\, int param_3\, int param_4\, char param_5)","92"
"FUN_0060e780","0060e780","undefined FUN_0060e780(int param_1)","175"
"FUN_0060e8b0","0060e8b0","undefined FUN_0060e8b0(int param_1)","79"
"FUN_0060e900","0060e900","undefined FUN_0060e900(void * this\, int param_1)","159"
"FUN_0060e9e0","0060e9e0","undefined4 FUN_0060e9e0(int * param_1)","124"
"FUN_0060ead0","0060ead0","undefined FUN_0060ead0(int param_1)","59"
"FUN_0060eb10","0060eb10","undefined FUN_0060eb10(int param_1)","290"
"FUN_0060ec90","0060ec90","undefined4 * FUN_0060ec90(undefined4 * param_1)","156"
"FUN_0060edd0","0060edd0","undefined FUN_0060edd0(undefined4 * param_1)","65"
"FUN_0060ee20","0060ee20","undefined4 * FUN_0060ee20(void * this\, byte param_1)","85"
"FUN_0060ee80","0060ee80","undefined FUN_0060ee80(int param_1)","144"
"FUN_0060ef10","0060ef10","undefined FUN_0060ef10(void * this\, undefined4 param_1\, int param_2\, int param_3\, int param_4\, undefined4 param_5\, int * param_6)","180"
"FUN_0060efd0","0060efd0","undefined FUN_0060efd0(void * this\, undefined4 param_1\, int param_2\, int param_3\, int param_4\, undefined4 param_5\, int * param_6\, undefined4 param_7\, undefined4 param_8)","190"
"FUN_0060f090","0060f090","undefined FUN_0060f090(void * this\, undefined4 param_1\, int param_2\, int param_3\, int param_4\, undefined4 param_5)","253"
"FUN_0060f190","0060f190","undefined FUN_0060f190(void * this\, undefined4 param_1\, int param_2\, int param_3\, int param_4\, undefined4 param_5)","257"
"FUN_0060f2d0","0060f2d0","undefined FUN_0060f2d0(void)","13"
"FUN_0060f4b0","0060f4b0","undefined FUN_0060f4b0(undefined4 * param_1)","14"
"FUN_0060f4c0","0060f4c0","undefined FUN_0060f4c0(void * this\, int * param_1)","31"
"FUN_0060f500","0060f500","undefined FUN_0060f500(void * this\, uint * param_1)","72"
"FUN_0060f550","0060f550","undefined FUN_0060f550(int param_1)","134"
"FUN_00610080","00610080","uint FUN_00610080(undefined4 * param_1\, int param_2\, int param_3\, byte * param_4)","65"
"FUN_00610180","00610180","undefined FUN_00610180(int param_1)","104"
"FUN_006104e0","006104e0","void * FUN_006104e0(void * this\, uint param_1\, int param_2\, int param_3)","92"
"FUN_006105b0","006105b0","undefined FUN_006105b0(void)","211"
"FUN_00610690","00610690","int FUN_00610690(byte * param_1\, uint param_2\, char * param_3)","907"
"FUN_00610ae0","00610ae0","uint FUN_00610ae0(void * this\, undefined1 * param_1\, uint param_2\, undefined4 param_3)","264"
"FUN_00610c10","00610c10","undefined FUN_00610c10(void * this\, undefined1 * param_1\, int param_2)","72"
"FUN_00610c60","00610c60","undefined FUN_00610c60(void * this\, undefined4 param_1)","150"
"FUN_00611120","00611120","undefined4 * FUN_00611120(void * this\, byte param_1)","48"
"FUN_00611150","00611150","undefined4 * FUN_00611150(void * this\, undefined4 param_1\, int param_2)","62"
"FUN_00611190","00611190","undefined4 * FUN_00611190(void * this\, undefined4 * param_1)","69"
"FUN_006111e0","006111e0","undefined4 * FUN_006111e0(undefined4 * param_1)","165"
"FUN_00611290","00611290","int FUN_00611290(void * this\, int param_1)","490"
"FUN_00611480","00611480","int FUN_00611480(void * this\, undefined1 * param_1\, int param_2\, undefined4 * param_3)","432"
"FUN_00611630","00611630","undefined FUN_00611630(void * param_1)","601"
"FUN_00611890","00611890","undefined FUN_00611890(void)","1"
"FUN_006118f0","006118f0","undefined FUN_006118f0(void)","1"
"FUN_00611940","00611940","undefined4 * FUN_00611940(undefined4 * param_1)","25"
"FUN_00611970","00611970","undefined4 * FUN_00611970(undefined4 * param_1)","25"
"FUN_00611a70","00611a70","undefined4 * FUN_00611a70(undefined4 * param_1)","32"
"FUN_00611af0","00611af0","undefined4 * FUN_00611af0(undefined4 * param_1)","25"
"FUN_00611cc0","00611cc0","uint FUN_00611cc0(void * this\, byte * param_1)","150"
"FUN_00611e00","00611e00","undefined FUN_00611e00(void * this\, ushort param_1\, undefined4 param_2\, int param_3\, undefined4 param_4\, ushort param_5)","83"
"FUN_00611e60","00611e60","undefined FUN_00611e60(undefined2 * param_1)","68"
"FUN_00612160","00612160","undefined4 FUN_00612160(void * this\, undefined4 param_1\, undefined4 param_2\, int param_3\, float * param_4\, int param_5)","93"
"FUN_006125d0","006125d0","undefined FUN_006125d0(void * this)","271"
"FUN_00612730","00612730","undefined FUN_00612730(undefined4 * param_1)","24"
"FUN_00612750","00612750","undefined FUN_00612750(int param_1)","111"
"FUN_00612910","00612910","bool FUN_00612910(void * this\, int param_1)","58"
"FUN_00612950","00612950","bool FUN_00612950(void * this\, int param_1)","59"
"FUN_00612a50","00612a50","undefined4 FUN_00612a50(int param_1)","112"
"FUN_00612ac0","00612ac0","undefined FUN_00612ac0(void * this\, int param_1)","78"
"FUN_00612b10","00612b10","undefined FUN_00612b10(void * this\, int param_1)","51"
"FUN_00612b60","00612b60","int FUN_00612b60(void * this\, int param_1)","57"
"FUN_00612df0","00612df0","undefined FUN_00612df0(void * this\, undefined4 param_1\, int param_2)","71"
"FUN_006130c0","006130c0","undefined FUN_006130c0(void * this\, undefined1 * param_1)","59"
"FUN_00613100","00613100","undefined FUN_00613100(void * this\, undefined1 * param_1)","59"
"FUN_00613140","00613140","undefined FUN_00613140(void * this\, undefined1 * param_1)","55"
"FUN_00613180","00613180","undefined FUN_00613180(void * this\, undefined1 * param_1)","39"
"FUN_006131b0","006131b0","undefined FUN_006131b0(void * this\, undefined1 * param_1)","55"
"FUN_006137a0","006137a0","undefined4 FUN_006137a0(void * this\, undefined4 param_1\, undefined4 param_2\, undefined4 * param_3\, int param_4)","225"
"FUN_00613890","00613890","undefined FUN_00613890(void * this\, int * param_1\, undefined4 param_2\, int param_3\, int param_4\, int param_5\, int * param_6\, undefined4 param_7)","678"
"FUN_00613b40","00613b40","undefined FUN_00613b40(void * this\, int param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","614"
"FUN_00613dd0","00613dd0","undefined FUN_00613dd0(int param_1)","14"
"FUN_00613de0","00613de0","undefined FUN_00613de0(void * this\, int * param_1\, undefined4 param_2)","340"
"FUN_00613f40","00613f40","undefined FUN_00613f40(void * this\, int * param_1)","477"
"FUN_00614120","00614120","undefined FUN_00614120(void * this\, int * param_1\, int param_2)","132"
"FUN_006141b0","006141b0","undefined FUN_006141b0(void * this\, int * param_1)","210"
"FUN_00614290","00614290","undefined FUN_00614290(void * this\, int param_1)","91"
"FUN_006142f0","006142f0","undefined FUN_006142f0(void * this\, int * param_1\, undefined4 param_2)","352"
"FUN_00614450","00614450","undefined FUN_00614450(void * this\, int * param_1)","155"
"FUN_006144f0","006144f0","undefined FUN_006144f0(void * this\, int * param_1\, int param_2)","328"
"FUN_00614640","00614640","undefined4 FUN_00614640(void * this\, int * param_1)","365"
"FUN_00614820","00614820","undefined FUN_00614820(undefined4 * param_1)","93"
"FUN_006148b0","006148b0","undefined4 FUN_006148b0(void * this\, int param_1\, undefined4 param_2\, int param_3\, int param_4\, int param_5\, int * param_6)","381"
"FUN_00614a30","00614a30","undefined4 FUN_00614a30(void * this\, int param_1\, uint param_2\, int param_3\, int param_4\, int param_5\, undefined4 param_6\, int * param_7)","500"
"FUN_00614c30","00614c30","undefined4 FUN_00614c30(void * this\, uint param_1\, int param_2\, int param_3\, int param_4\, int param_5\, undefined4 param_6)","453"
"FUN_00615070","00615070","undefined FUN_00615070(int param_1)","208"
"FUN_00615370","00615370","undefined4 * FUN_00615370(void * this\, byte param_1)","68"
"FUN_006153c0","006153c0","undefined4 FUN_006153c0(void * this\, undefined4 * param_1\, int * param_2\, byte param_3)","299"
"FUN_006154f0","006154f0","undefined FUN_006154f0(int * param_1\, undefined4 param_2\, int * param_3\, int * param_4)","343"
"FUN_00615650","00615650","undefined FUN_00615650(int param_1)","207"
"FUN_00615720","00615720","undefined FUN_00615720(undefined4 param_1\, int * param_2)","206"
"FUN_006157f0","006157f0","undefined FUN_006157f0(void)","197"
"FUN_006158c0","006158c0","undefined FUN_006158c0(void * this\, int param_1\, int * param_2)","447"
"FUN_00615e90","00615e90","int FUN_00615e90(void * this\, int param_1)","167"
"FUN_00615f40","00615f40","int FUN_00615f40(void * this\, int param_1)","167"
"FUN_00615ff0","00615ff0","undefined FUN_00615ff0(int * param_1)","185"
"FUN_006160b0","006160b0","undefined FUN_006160b0(int param_1\, void * param_2)","384"
"FUN_00616230","00616230","undefined4 FUN_00616230(void * this\, ushort * param_1\, int * param_2\, undefined4 param_3\, void * param_4)","521"
"FUN_00616440","00616440","undefined FUN_00616440(void * this\, int * param_1\, int * param_2)","196"
"FUN_00616510","00616510","undefined FUN_00616510(void * this\, int * param_1)","215"
"FUN_00616a80","00616a80","int FUN_00616a80(void * this\, int param_1\, int param_2\, int param_3)","203"
"FUN_00616b50","00616b50","undefined4 FUN_00616b50(void * this\, ushort * param_1\, void * param_2\, int param_3)","386"
"FUN_00616ce0","00616ce0","undefined FUN_00616ce0(void * param_1\, void * param_2)","868"
"FUN_00617080","00617080","undefined FUN_00617080(void * param_1)","218"
"FUN_00617180","00617180","undefined4 FUN_00617180(void * this\, byte * param_1)","143"
"FUN_00617270","00617270","undefined FUN_00617270(undefined4 param_1)","19"
"FUN_006172d0","006172d0","undefined FUN_006172d0(void)","1"
"FUN_006174d0","006174d0","void * FUN_006174d0(void * this\, byte * param_1\, byte * param_2\, int param_3)","111"
"FUN_00617540","00617540","void * FUN_00617540(void * this\, byte * param_1\, byte * param_2\, int param_3)","111"
"FUN_006175e0","006175e0","undefined FUN_006175e0(void * this\, int param_1)","80"
"FUN_00617660","00617660","undefined FUN_00617660(int param_1)","108"
"FUN_00617700","00617700","void * FUN_00617700(void * this\, byte param_1)","67"
"FUN_00617790","00617790","undefined FUN_00617790(int * param_1)","85"
"FUN_006177f0","006177f0","undefined FUN_006177f0(int param_1)","108"
"FUN_006178f0","006178f0","undefined FUN_006178f0(undefined4 * param_1)","51"
"FUN_00617930","00617930","undefined FUN_00617930(undefined4 * param_1)","25"
"FUN_00617950","00617950","undefined FUN_00617950(int param_1)","23"
"FUN_00617970","00617970","undefined4 * FUN_00617970(void * this\, byte param_1)","45"
"FUN_006179c0","006179c0","int FUN_006179c0(void)","61"
"FUN_00617a00","00617a00","undefined4 FUN_00617a00(void)","6"
"FUN_00617a10","00617a10","undefined FUN_00617a10(void)","66"
"FUN_00617a60","00617a60","int FUN_00617a60(byte * param_1\, byte * param_2)","426"
"FUN_00617e20","00617e20","undefined4 FUN_00617e20(void)","6"
"FUN_00617e30","00617e30","undefined FUN_00617e30(int param_1)","19"
"FUN_00617e70","00617e70","undefined4 FUN_00617e70(void)","6"
"FUN_00617f80","00617f80","undefined4 FUN_00617f80(void)","6"
"FUN_00618000","00618000","undefined FUN_00618000(float * param_1\, float * param_2\, float param_3\, float param_4\, float param_5\, float * param_6)","378"
"FUN_00618180","00618180","undefined FUN_00618180(undefined4 param_1\, undefined4 param_2\, float param_3\, float param_4\, float param_5\, float * param_6)","303"
"FUN_00618310","00618310","undefined FUN_00618310(void * this\, int param_1\, int param_2\, char * param_3)","197"
"FUN_006183e0","006183e0","undefined FUN_006183e0(undefined4 param_1\, undefined4 param_2\, int param_3\, undefined4 param_4\, undefined4 param_5\, char * param_6)","57"
"FUN_00618420","00618420","undefined FUN_00618420(void * this\, int param_1\, int param_2\, int param_3\, int param_4\, char * param_5)","290"
